sample;Eukaryota-Subdivision_Prokaryota-Phylum;Class;Order;Taxa;Form;nb;percent;column;month_code;lakeID
CHA-M-W2;Gyrista;Bacillariophyceae;Aulacoseirales;Aulacoseira;;3;1.07142857142857;W2;M;CSM
CHA-M-W2;Gyrista;Bacillariophyceae;Bacillariales;Nitzschia;;4;1.42857142857143;W2;M;CSM
CHA-N-W2;Chlorophyta;Chlorophyceae;Chlamydomonadales;Sphaerocystis_schroeteri;;66;11.340206185567;W2;N;CSM
CHA-N-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;;5;0.859106529209622;W2;N;CSM
CHA-N-W2;Chlorophyta;Trebouxiophyceae;Chlorellales;Dictyosphaerium;;15;2.57731958762887;W2;N;CSM
CHA-N-W2;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;5;0.859106529209622;W2;N;CSM
CHA-N-W2;Chlorophyta;Trebouxiophyceae;Ordo_incertae_sedis;Crucigenia;;20;3.43642611683849;W2;N;CSM
CHA-N-W2;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae;Coccomyxa;;462;79.3814432989691;W2;N;CSM
CHA-N-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;1;0.171821305841924;W2;N;CSM
CHA-N-W2;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenon;;1;0.171821305841924;W2;N;CSM
CHA-N-W2;Cyanobacteria;Cyanophyceae;Pseudanabaenales;Limnothrix;;1;0.171821305841924;W2;N;CSM
CHA-N-W2;Gyrista;Coscinodiscophyceae;Melosirales;Melosira;;5;0.859106529209622;W2;N;CSM
CHA-N-W2;Streptophyta;Klebsormidiophyceae;Klebsormidiales;Elakatothrix;;1;0.171821305841924;W2;N;CSM
CHA-O-W2;Chlorophyta;Chlorophyceae;Chlamydomonadales;Phacotus;;5;0.924214417744917;W2;O;CSM
CHA-O-W2;Chlorophyta;Chlorophyceae;Chlamydomonadales;Sphaerocystis_schroeteri;;80;14.7874306839187;W2;O;CSM
CHA-O-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum;;24;4.4362292051756;W2;O;CSM
CHA-O-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;;12;2.2181146025878;W2;O;CSM
CHA-O-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Schroederia;;25;4.62107208872458;W2;O;CSM
CHA-O-W2;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;155;28.6506469500924;W2;O;CSM
CHA-O-W2;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae;Coccomyxa;;50;9.24214417744917;W2;O;CSM
CHA-O-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;115;21.2569316081331;W2;O;CSM
CHA-O-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;7;1.29390018484288;W2;O;CSM
CHA-O-W2;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenon_gracile;;17;3.14232902033272;W2;O;CSM
CHA-O-W2;Cyanobacteria;Cyanophyceae;Nostocales;Dolichospermum;;5;0.924214417744917;W2;O;CSM
CHA-O-W2;Cyanobacteria;Cyanophyceae;Oscillatoriales;Phormidium;;1;0.184842883548983;W2;O;CSM
CHA-O-W2;Dinoflagellata;Dinophyceae;Gonyaulacales;Ceratium_hirundinella;;3;0.55452865064695;W2;O;CSM
CHA-O-W2;Gyrista;Bacillariophyceae;Fragilariales;Fragilaria;;18;3.3271719038817;W2;O;CSM
CHA-O-W2;Gyrista;Mediophyceae;Thalassiosirales;Cyclotella;;24;4.4362292051756;W2;O;CSM
CHA-P-W2;Chlorophyta;Chlorophyceae;Chlamydomonadales;Sphaerocystis_schroeteri;;75;19.2307692307692;W2;P;CSM
CHA-P-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Ankyra;;5;1.28205128205128;W2;P;CSM
CHA-P-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum;;20;5.12820512820513;W2;P;CSM
CHA-P-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;;5;1.28205128205128;W2;P;CSM
CHA-P-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;125;32.0512820512821;W2;P;CSM
CHA-P-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;5;1.28205128205128;W2;P;CSM
CHA-P-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;;150;38.4615384615385;W2;P;CSM
CHA-P-W2;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenon_gracile;;1;0.256410256410256;W2;P;CSM
CHA-P-W2;Cyanobacteria;Cyanophyceae;Oscillatoriales;Phormidium;;2;0.512820512820513;W2;P;CSM
CHA-P-W2;Gyrista;Bacillariophyceae;Fragilariales;Fragilaria;;2;0.512820512820513;W2;P;CSM
CHA-Q-W2;Chlorophyta;Chlorophyceae;Chlamydomonadales;Sphaerocystis_schroeteri;;26;7.53623188405797;W2;Q;CSM
CHA-Q-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;250;72.463768115942;W2;Q;CSM
CHA-Q-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;15;4.34782608695652;W2;Q;CSM
CHA-Q-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;;50;14.4927536231884;W2;Q;CSM
CHA-Q-W2;Cyanobacteria;Cyanophyceae;Oscillatoriales;Phormidium;;2;0.579710144927536;W2;Q;CSM
CHA-Q-W2;Gyrista;Bacillariophyceae;Fragilariales;Fragilaria;;1;0.289855072463768;W2;Q;CSM
CHA-Q-W2;Gyrista;Bacillariophyceae;Naviculales;Navicula;;1;0.289855072463768;W2;Q;CSM
CHA-R-W2;Chlorophyta;Chlorophyceae;Chlamydomonadales;Sphaerocystis_schroeteri;;7;8.75;W2;R;CSM
CHA-R-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;35;43.75;W2;R;CSM
CHA-R-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;25;31.25;W2;R;CSM
CHA-R-W2;Streptophyta;Klebsormidiophyceae;Klebsormidiales;Elakatothrix;;13;16.25;W2;R;CSM
CRJ1-A-W1;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvox;Isolated_cells;54;12.91866029;W1;A;CER-S
CRJ1-A-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;24;5.741626794;W1;A;CER-S
CRJ1-A-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;65;15.55023923;W1;A;CER-S
CRJ1-A-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;;3;0.717703349;W1;A;CER-S
CRJ1-A-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Schroederia;;15;3.588516746;W1;A;CER-S
CRJ1-A-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Tetraedron_minimum;;1;0.23923445;W1;A;CER-S
CRJ1-A-W1;Chlorophyta;Trebouxiophyceae;Chlorellales;Dictyosphaerium;;5;1.196172249;W1;A;CER-S
CRJ1-A-W1;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;12;2.870813397;W1;A;CER-S
CRJ1-A-W1;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;12;2.870813397;W1;A;CER-S
CRJ1-A-W1;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;15;3.588516746;W1;A;CER-S
CRJ1-A-W1;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;25;5.980861244;W1;A;CER-S
CRJ1-A-W1;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;62;14.83253589;W1;A;CER-S
CRJ1-A-W1;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenon;;8;1.913875598;W1;A;CER-S
CRJ1-A-W1;Cyanobacteria;Cyanophyceae;Nostocales;Dolichospermum;;41;9.80861244;W1;A;CER-S
CRJ1-A-W1;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;30;7.177033493;W1;A;CER-S
CRJ1-A-W1;Gyrista;Bacillariophyceae;Bacillariales;Nitzschia;;20;4.784688995;W1;A;CER-S
CRJ1-A-W1;Gyrista;Bacillariophyceae;Naviculales;Navicula;;4;0.956937799;W1;A;CER-S
CRJ1-A-W1;Gyrista;Mediophyceae;Thalassiosirales;Cyclotella;;19;4.545454545;W1;A;CER-S
CRJ1-A-W1;Streptophyta;Klebsormidiophyceae;Klebsormidiales;Elakatothrix;;3;0.717703349;W1;A;CER-S
CRJ1-A-W2;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvox;Isolated_cells;20;5.128205128;W2;A;CER-S
CRJ1-A-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;30;7.692307692;W2;A;CER-S
CRJ1-A-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;69;17.69230769;W2;A;CER-S
CRJ1-A-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;;3;0.769230769;W2;A;CER-S
CRJ1-A-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Schroederia;;8;2.051282051;W2;A;CER-S
CRJ1-A-W2;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;10;2.564102564;W2;A;CER-S
CRJ1-A-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;6;1.538461538;W2;A;CER-S
CRJ1-A-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;3;0.769230769;W2;A;CER-S
CRJ1-A-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;40;10.25641026;W2;A;CER-S
CRJ1-A-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;70;17.94871795;W2;A;CER-S
CRJ1-A-W2;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenon;;18;4.615384615;W2;A;CER-S
CRJ1-A-W2;Cyanobacteria;Cyanophyceae;Nostocales;Dolichospermum;;52;13.33333333;W2;A;CER-S
CRJ1-A-W2;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;20;5.128205128;W2;A;CER-S
CRJ1-A-W2;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopedia;;4;1.025641026;W2;A;CER-S
CRJ1-A-W2;Gyrista;Bacillariophyceae;Bacillariales;Nitzschia;;3;0.769230769;W2;A;CER-S
CRJ1-A-W2;Gyrista;Bacillariophyceae;Naviculales;Navicula;;3;0.769230769;W2;A;CER-S
CRJ1-A-W2;Gyrista;Mediophyceae;Thalassiosirales;Cyclotella;;20;5.128205128;W2;A;CER-S
CRJ1-A-W2;Streptophyta;Zygnematophyceae;Desmidiales;Cosmarium;;8;2.051282051;W2;A;CER-S
CRJ1-A-W2;Streptophyta;Zygnematophyceae;Desmidiales;Staurastrum;;3;0.769230769;W2;A;CER-S
CRJ1-A-W3;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvox;Isolated_cells;20;5.128205128;W3;A;CER-S
CRJ1-A-W3;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;30;7.692307692;W3;A;CER-S
CRJ1-A-W3;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;69;17.69230769;W3;A;CER-S
CRJ1-A-W3;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;;3;0.769230769;W3;A;CER-S
CRJ1-A-W3;Chlorophyta;Chlorophyceae;Sphaeropleales;Schroederia;;8;2.051282051;W3;A;CER-S
CRJ1-A-W3;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;10;2.564102564;W3;A;CER-S
CRJ1-A-W3;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;6;1.538461538;W3;A;CER-S
CRJ1-A-W3;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;3;0.769230769;W3;A;CER-S
CRJ1-A-W3;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;40;10.25641026;W3;A;CER-S
CRJ1-A-W3;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;70;17.94871795;W3;A;CER-S
CRJ1-A-W3;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenon;;18;4.615384615;W3;A;CER-S
CRJ1-A-W3;Cyanobacteria;Cyanophyceae;Nostocales;Dolichospermum;;52;13.33333333;W3;A;CER-S
CRJ1-A-W3;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;20;5.128205128;W3;A;CER-S
CRJ1-A-W3;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopedia;;4;1.025641026;W3;A;CER-S
CRJ1-A-W3;Gyrista;Bacillariophyceae;Bacillariales;Nitzschia;;3;0.769230769;W3;A;CER-S
CRJ1-A-W3;Gyrista;Bacillariophyceae;Naviculales;Navicula;;3;0.769230769;W3;A;CER-S
CRJ1-A-W3;Gyrista;Mediophyceae;Thalassiosirales;Cyclotella;;20;5.128205128;W3;A;CER-S
CRJ1-A-W3;Streptophyta;Zygnematophyceae;Desmidiales;Cosmarium;;8;2.051282051;W3;A;CER-S
CRJ1-A-W3;Streptophyta;Zygnematophyceae;Desmidiales;Staurastrum;;3;0.769230769;W3;A;CER-S
CRJ1-B-W1;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvox;Isolated_cells;7;1.690821256;W1;B;CER-S
CRJ1-B-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;22;5.314009662;W1;B;CER-S
CRJ1-B-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;12;2.898550725;W1;B;CER-S
CRJ1-B-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Schroederia;;5;1.207729469;W1;B;CER-S
CRJ1-B-W1;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;7;1.690821256;W1;B;CER-S
CRJ1-B-W1;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;320;77.29468599;W1;B;CER-S
CRJ1-B-W1;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenon;;12;2.898550725;W1;B;CER-S
CRJ1-B-W1;Cyanobacteria;Cyanophyceae;Nostocales;Dolichospermum;;2;0.483091787;W1;B;CER-S
CRJ1-B-W1;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;5;1.207729469;W1;B;CER-S
CRJ1-B-W1;Gyrista;Mediophyceae;Thalassiosirales;Cyclotella;;10;2.415458937;W1;B;CER-S
CRJ1-B-W1;Streptophyta;Zygnematophyceae;Desmidiales;Cosmarium;;12;2.898550725;W1;B;CER-S
CRJ1-B-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;37;9.00243309;W2;B;CER-S
CRJ1-B-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;8;1.946472019;W2;B;CER-S
CRJ1-B-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;;2;0.486618005;W2;B;CER-S
CRJ1-B-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Schroederia;;5;1.216545012;W2;B;CER-S
CRJ1-B-W2;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;37;9.00243309;W2;B;CER-S
CRJ1-B-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;10;2.433090024;W2;B;CER-S
CRJ1-B-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;4;0.97323601;W2;B;CER-S
CRJ1-B-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;19;4.622871046;W2;B;CER-S
CRJ1-B-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;244;59.36739659;W2;B;CER-S
CRJ1-B-W2;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenon;;6;1.459854015;W2;B;CER-S
CRJ1-B-W2;Cyanobacteria;Cyanophyceae;Nostocales;Dolichospermum;;10;2.433090024;W2;B;CER-S
CRJ1-B-W2;Cyanobacteria;Cyanophyceae;Pseudanabaenales;Limnothrix;;7;1.703163017;W2;B;CER-S
CRJ1-B-W2;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;9;2.189781022;W2;B;CER-S
CRJ1-B-W2;Gyrista;Mediophyceae;Thalassiosirales;Cyclotella;;4;0.97323601;W2;B;CER-S
CRJ1-B-W2;Streptophyta;Zygnematophyceae;Desmidiales;Cosmarium;;9;2.189781022;W2;B;CER-S
CRJ1-B-W3;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;27;5.294117647;W3;B;CER-S
CRJ1-B-W3;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;3;0.588235294;W3;B;CER-S
CRJ1-B-W3;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;;3;0.588235294;W3;B;CER-S
CRJ1-B-W3;Chlorophyta;Chlorophyceae;Sphaeropleales;Schroederia;;14;2.745098039;W3;B;CER-S
CRJ1-B-W3;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;15;2.941176471;W3;B;CER-S
CRJ1-B-W3;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;15;2.941176471;W3;B;CER-S
CRJ1-B-W3;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;7;1.37254902;W3;B;CER-S
CRJ1-B-W3;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;30;5.882352941;W3;B;CER-S
CRJ1-B-W3;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;370;72.54901961;W3;B;CER-S
CRJ1-B-W3;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenon;;7;1.37254902;W3;B;CER-S
CRJ1-B-W3;Cyanobacteria;Cyanophyceae;Nostocales;Dolichospermum;;5;0.980392157;W3;B;CER-S
CRJ1-B-W3;Cyanobacteria;Cyanophyceae;Pseudanabaenales;Limnothrix;;3;0.588235294;W3;B;CER-S
CRJ1-B-W3;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;7;1.37254902;W3;B;CER-S
CRJ1-B-W3;Streptophyta;Zygnematophyceae;Desmidiales;Cosmarium;;4;0.784313725;W3;B;CER-S
CRJ1-C-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;11;1.748807631;W1;C;CER-S
CRJ1-C-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;12;1.907790143;W1;C;CER-S
CRJ1-C-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Tetraedron_minimum;;2;0.317965024;W1;C;CER-S
CRJ1-C-W1;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;6;0.953895072;W1;C;CER-S
CRJ1-C-W1;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;4;0.635930048;W1;C;CER-S
CRJ1-C-W1;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;6;0.953895072;W1;C;CER-S
CRJ1-C-W1;Cyanobacteria;Cyanophyceae;Chroococcales;Dolichospermum;;1;0.158982512;W1;C;CER-S
CRJ1-C-W1;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;585;93.00476948;W1;C;CER-S
CRJ1-C-W1;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;2;0.317965024;W1;C;CER-S
CRJ1-C-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;1;0.1953125;W2;C;CER-S
CRJ1-C-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;9;1.7578125;W2;C;CER-S
CRJ1-C-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;2;0.390625;W2;C;CER-S
CRJ1-C-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;3;0.5859375;W2;C;CER-S
CRJ1-C-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;2;0.390625;W2;C;CER-S
CRJ1-C-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;482;94.140625;W2;C;CER-S
CRJ1-C-W2;Cyanobacteria;Cyanophyceae;Nostocales;Dolichospermum;;3;0.5859375;W2;C;CER-S
CRJ1-C-W2;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;2;0.390625;W2;C;CER-S
CRJ1-C-W2;Gyrista;Bacillariophyceae;Achnanthales;Cocconeis;;4;0.78125;W2;C;CER-S
CRJ1-C-W2;Gyrista;Bacillariophyceae;Naviculales;Navicula;;4;0.78125;W2;C;CER-S
CRJ1-C-W3;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;15;3.731343284;W3;C;CER-S
CRJ1-C-W3;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;7;1.741293532;W3;C;CER-S
CRJ1-C-W3;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;5;1.243781095;W3;C;CER-S
CRJ1-C-W3;Cyanobacteria;Cyanophyceae;Chroococcales;Dolichospermum;;5;1.243781095;W3;C;CER-S
CRJ1-C-W3;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;370;92.039801;W3;C;CER-S
CRJ1-D-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;44;10.89108911;W1;D;CER-S
CRJ1-D-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;5;1.237623762;W1;D;CER-S
CRJ1-D-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Pediastrum;;1;0.247524752;W1;D;CER-S
CRJ1-D-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Schroederia;;7;1.732673267;W1;D;CER-S
CRJ1-D-W1;Chlorophyta;Chlorophyceae;Sphaeropleales;Tetraedron_minimum;;5;1.237623762;W1;D;CER-S
CRJ1-D-W1;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;10;2.475247525;W1;D;CER-S
CRJ1-D-W1;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;178;44.05940594;W1;D;CER-S
CRJ1-D-W1;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;56;13.86138614;W1;D;CER-S
CRJ1-D-W1;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;12;2.97029703;W1;D;CER-S
CRJ1-D-W1;Cyanobacteria;Cyanophyceae;Chroococcales;Dolichospermum;;5;1.237623762;W1;D;CER-S
CRJ1-D-W1;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;30;7.425742574;W1;D;CER-S
CRJ1-D-W1;Cyanobacteria;Cyanophyceae;Leptolyngbyales;Planktolyngbya;;9;2.227722772;W1;D;CER-S
CRJ1-D-W1;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;16;3.96039604;W1;D;CER-S
CRJ1-D-W1;Gyrista;Bacillariophyceae;Achnanthales;Cocconeis;;4;0.99009901;W1;D;CER-S
CRJ1-D-W1;Gyrista;Bacillariophyceae;Bacillariales;Nitzschia;;1;0.247524752;W1;D;CER-S
CRJ1-D-W1;Gyrista;Bacillariophyceae;Fragilariales;Fragilaria;;7;1.732673267;W1;D;CER-S
CRJ1-D-W1;Gyrista;Bacillariophyceae;Naviculales;Navicula;;4;0.99009901;W1;D;CER-S
CRJ1-D-W1;Gyrista;Mediophyceae;Thalassiosirales;Cyclotella;;10;2.475247525;W1;D;CER-S
CRJ1-D-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;15;3.947368421;W2;D;CER-S
CRJ1-D-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;11;2.894736842;W2;D;CER-S
CRJ1-D-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmus;;3;0.789473684;W2;D;CER-S
CRJ1-D-W2;Chlorophyta;Chlorophyceae;Sphaeropleales;Schroederia;;8;2.105263158;W2;D;CER-S
CRJ1-D-W2;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;5;1.315789474;W2;D;CER-S
CRJ1-D-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;170;44.73684211;W2;D;CER-S
CRJ1-D-W2;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;75;19.73684211;W2;D;CER-S
CRJ1-D-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;18;4.736842105;W2;D;CER-S
CRJ1-D-W2;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;36;9.473684211;W2;D;CER-S
CRJ1-D-W2;Cyanobacteria;Cyanophyceae;Leptolyngbyales;Planktolyngbya;;5;1.315789474;W2;D;CER-S
CRJ1-D-W2;Cyanobacteria;Cyanophyceae;Nostocales;Dolichospermum;;1;0.263157895;W2;D;CER-S
CRJ1-D-W2;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;10;2.631578947;W2;D;CER-S
CRJ1-D-W2;Dinoflagellata;Dinophyceae;Gonyaulacales;Ceratium_hirundinella;;3;0.789473684;W2;D;CER-S
CRJ1-D-W2;Gyrista;Bacillariophyceae;Achnanthales;Cocconeis;;2;0.526315789;W2;D;CER-S
CRJ1-D-W2;Gyrista;Bacillariophyceae;Fragilariales;Fragilaria;;3;0.789473684;W2;D;CER-S
CRJ1-D-W2;Gyrista;Bacillariophyceae;Naviculales;Navicula;;4;1.052631579;W2;D;CER-S
CRJ1-D-W2;Gyrista;Bacillariophyceae;Rhabdonematales;Diatoma;;1;0.263157895;W2;D;CER-S
CRJ1-D-W2;Gyrista;Mediophyceae;Thalassiosirales;Cyclotella;;10;2.631578947;W2;D;CER-S
CRJ1-D-W3;Chlorophyta;Chlorophyceae;Sphaeropleales;Coelastrum_microporum;;10;2.257336343;W3;D;CER-S
CRJ1-D-W3;Chlorophyta;Chlorophyceae;Sphaeropleales;Monoraphidium;;3;0.677200903;W3;D;CER-S
CRJ1-D-W3;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystis_lacustris;;5;1.128668172;W3;D;CER-S
CRJ1-D-W3;Cryptophyta;Cryptophyceae;Cryptomonadales;Chroomonas;;285;64.33408578;W3;D;CER-S
CRJ1-D-W3;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonas;;70;15.8013544;W3;D;CER-S
CRJ1-D-W3;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothece;;7;1.58013544;W3;D;CER-S
CRJ1-D-W3;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystis;Isolated_cells;34;7.674943567;W3;D;CER-S
CRJ1-D-W3;Cyanobacteria;Cyanophyceae;Nostocales;Dolichospermum;;10;2.257336343;W3;D;CER-S
CRJ1-D-W3;Cyanobacteria;Cyanophyceae;Pseudanabaenales  ;Pseudanabaena;;3;0.677200903;W3;D;CER-S
CRJ1-D-W3;Dinoflagellata;Dinophyceae;Gonyaulacales;Ceratium_hirundinella;;4;0.902934537;W3;D;CER-S
CRJ1-D-W3;Gyrista;Bacillariophyceae;Naviculales;Navicula;;2;0.451467269;W3;D;CER-S
CRJ1-D-W3;Gyrista;Mediophyceae;Thalassiosirales;Cyclotella;;10;2.257336343;W3;D;CER-S
