sample_code	Chla	lakeID	monthID	year	season	season_year	month_code	column	lake_month	day_number	month_number	lake_season
LGP_F_W2	33.5	LGP	Nov.	2021	fall	fall_2021	F	W2	LGP_F	157	6	LGP_fall_2021
LGP_F_W3	38.5	LGP	Nov.	2021	fall	fall_2021	F	W3	LGP_F	157	6	LGP_fall_2021
LGP_G_W1	16	LGP	Jan.	2022	winter	winter_2021	G	W1	LGP_G	220	7	LGP_winter_2021
LGP_G_W2	17.8	LGP	Jan.	2022	winter	winter_2021	G	W2	LGP_G	220	7	LGP_winter_2021
LGP_G_W3	14.9	LGP	Jan.	2022	winter	winter_2021	G	W3	LGP_G	220	7	LGP_winter_2021
LGP_H_W1	13.3	LGP	Feb.	2022	winter	winter_2021	H	W1	LGP_H	248	8	LGP_winter_2021
LGP_H_W2	18.3	LGP	Feb.	2022	winter	winter_2021	H	W2	LGP_H	248	8	LGP_winter_2021
LGP_H_W3	13.8	LGP	Feb.	2022	winter	winter_2021	H	W3	LGP_H	248	8	LGP_winter_2021
LGP_I_W1	2.9	LGP	Mar.	2022	spring	spring_2022	I	W1	LGP_I	276	9	LGP_spring_2022
LGP_I_W2	4.7	LGP	Mar.	2022	spring	spring_2022	I	W2	LGP_I	276	9	LGP_spring_2022
LGP_I_W3	NA	LGP	Mar.	2022	spring	spring_2022	I	W3	LGP_I	276	9	LGP_spring_2022
LGP_J_W1	1	LGP	Apr.	2022	spring	spring_2022	J	W1	LGP_J	311	10	LGP_spring_2022
LGP_J_W2	4.6	LGP	Apr.	2022	spring	spring_2022	J	W2	LGP_J	311	10	LGP_spring_2022
LGP_J_W3	1.9	LGP	Apr.	2022	spring	spring_2022	J	W3	LGP_J	311	10	LGP_spring_2022
LGP_K_W1	14	LGP	May	2022	spring	spring_2022	K	W1	LGP_K	337	11	LGP_spring_2022
LGP_K_W2	13.3	LGP	May	2022	spring	spring_2022	K	W2	LGP_K	337	11	LGP_spring_2022
LGP_K_W3	14.1	LGP	May	2022	spring	spring_2022	K	W3	LGP_K	337	11	LGP_spring_2022
LGP_L_W1	17.7	LGP	Jun.	2022	summer	summer_2022	L	W1	LGP_L	372	12	LGP_summer_2022
LGP_L_W2	17.9	LGP	Jun.	2022	summer	summer_2022	L	W2	LGP_L	372	12	LGP_summer_2022
LGP_L_W3	14.2	LGP	Jun.	2022	summer	summer_2022	L	W3	LGP_L	372	12	LGP_summer_2022
LGP_M_W1	6.7	LGP	Jul.	2022	summer	summer_2022	M	W1	LGP_M	401	13	LGP_summer_2022
LGP_M_W2	7.5	LGP	Jul.	2022	summer	summer_2022	M	W2	LGP_M	401	13	LGP_summer_2022
LGP_M_W3	10.4	LGP	Jul.	2022	summer	summer_2022	M	W3	LGP_M	401	13	LGP_summer_2022
LGP_N_W1	8	LGP	Aug.	2022	summer	summer_2022	N	W1	LGP_N	429	14	LGP_summer_2022
LGP_N_W2	7.3	LGP	Aug.	2022	summer	summer_2022	N	W2	LGP_N	429	14	LGP_summer_2022
LGP_N_W3	8.4	LGP	Aug.	2022	summer	summer_2022	N	W3	LGP_N	429	14	LGP_summer_2022
LGP_O_W1	29.4	LGP	Sep.	2022	fall	fall_2022	O	W1	LGP_O	464	15	LGP_fall_2022
LGP_O_W2	19.9	LGP	Sep.	2022	fall	fall_2022	O	W2	LGP_O	464	15	LGP_fall_2022
LGP_O_W3	19.4	LGP	Sep.	2022	fall	fall_2022	O	W3	LGP_O	464	15	LGP_fall_2022
LGP_P_W1	14.38	LGP	Oct.	2022	fall	fall_2022	P	W1	LGP_P	492	16	LGP_fall_2022
LGP_P_W2	10.18	LGP	Oct.	2022	fall	fall_2022	P	W2	LGP_P	492	16	LGP_fall_2022
LGP_P_W3	8.66	LGP	Oct.	2022	fall	fall_2022	P	W3	LGP_P	492	16	LGP_fall_2022
LGP_Q_W1	8.14	LGP	Nov.	2022	fall	fall_2022	Q	W1	LGP_Q	521	17	LGP_fall_2022
LGP_Q_W2	10.36	LGP	Nov.	2022	fall	fall_2022	Q	W2	LGP_Q	521	17	LGP_fall_2022
LGP_Q_W3	7.99	LGP	Nov.	2022	fall	fall_2022	Q	W3	LGP_Q	521	17	LGP_fall_2022
LGP_R_W1	10.78	LGP	Dec.	2022	winter	winter_2022	R	W1	LGP_R	543	18	LGP_winter_2022
LGP_R_W2	11.39	LGP	Dec.	2022	winter	winter_2022	R	W2	LGP_R	543	18	LGP_winter_2022
LGP_R_W3	11.44	LGP	Dec.	2022	winter	winter_2022	R	W3	LGP_R	543	18	LGP_winter_2022
JAB_A_W1	2.2	JAB	Jun.	2021	summer	summer_2021	A	W1	JAB_A	1	1	JAB_summer_2021
JAB_A_W2	1.9	JAB	Jun.	2021	summer	summer_2021	A	W2	JAB_A	1	1	JAB_summer_2021
JAB_A_W3	1.4	JAB	Jun.	2021	summer	summer_2021	A	W3	JAB_A	1	1	JAB_summer_2021
JAB_B_W1	2.2	JAB	Jul.	2021	summer	summer_2021	B	W1	JAB_B	30	2	JAB_summer_2021
JAB_B_W2	4.1	JAB	Jul.	2021	summer	summer_2021	B	W2	JAB_B	30	2	JAB_summer_2021
JAB_B_W3	2.1	JAB	Jul.	2021	summer	summer_2021	B	W3	JAB_B	30	2	JAB_summer_2021
JAB_C_W1	3	JAB	Aug.	2021	summer	summer_2021	C	W1	JAB_C	65	3	JAB_summer_2021
JAB_C_W2	2.3	JAB	Aug.	2021	summer	summer_2021	C	W2	JAB_C	65	3	JAB_summer_2021
JAB_C_W3	2	JAB	Aug.	2021	summer	summer_2021	C	W3	JAB_C	65	3	JAB_summer_2021
JAB_D_W1	3.1	JAB	Sep.	2021	fall	fall_2021	D	W1	JAB_D	100	4	JAB_fall_2021
JAB_D_W2	4.6	JAB	Sep.	2021	fall	fall_2021	D	W2	JAB_D	100	4	JAB_fall_2021
JAB_D_W3	10.3	JAB	Sep.	2021	fall	fall_2021	D	W3	JAB_D	100	4	JAB_fall_2021
JAB_E_W1	17.8	JAB	Oct.	2021	fall	fall_2021	E	W1	JAB_E	128	5	JAB_fall_2021
JAB_E_W2	23.9	JAB	Oct.	2021	fall	fall_2021	E	W2	JAB_E	128	5	JAB_fall_2021
JAB_E_W3	17.4	JAB	Oct.	2021	fall	fall_2021	E	W3	JAB_E	128	5	JAB_fall_2021
JAB_F_W1	2.4	JAB	Nov.	2021	fall	fall_2021	F	W1	JAB_F	157	6	JAB_fall_2021
JAB_F_W2	1.9	JAB	Nov.	2021	fall	fall_2021	F	W2	JAB_F	157	6	JAB_fall_2021
JAB_F_W3	1.6	JAB	Nov.	2021	fall	fall_2021	F	W3	JAB_F	157	6	JAB_fall_2021
JAB_G_W1	17	JAB	Jan.	2022	winter	winter_2021	G	W1	JAB_G	220	7	JAB_winter_2021
JAB_G_W2	18.4	JAB	Jan.	2022	winter	winter_2021	G	W2	JAB_G	220	7	JAB_winter_2021
JAB_G_W3	17.3	JAB	Jan.	2022	winter	winter_2021	G	W3	JAB_G	220	7	JAB_winter_2021
JAB_H_W1	5.8	JAB	Feb.	2022	winter	winter_2021	H	W1	JAB_H	248	8	JAB_winter_2021
JAB_H_W2	12	JAB	Feb.	2022	winter	winter_2021	H	W2	JAB_H	248	8	JAB_winter_2021
JAB_H_W3	6.2	JAB	Feb.	2022	winter	winter_2021	H	W3	JAB_H	248	8	JAB_winter_2021
JAB_I_W1	0.4	JAB	Mar.	2022	spring	spring_2022	I	W1	JAB_I	276	9	JAB_spring_2022
JAB_I_W2	1.3	JAB	Mar.	2022	spring	spring_2022	I	W2	JAB_I	276	9	JAB_spring_2022
JAB_I_W3	0.3	JAB	Mar.	2022	spring	spring_2022	I	W3	JAB_I	276	9	JAB_spring_2022
JAB_J_W1	0.4	JAB	Apr.	2022	spring	spring_2022	J	W1	JAB_J	311	10	JAB_spring_2022
JAB_J_W2	0.8	JAB	Apr.	2022	spring	spring_2022	J	W2	JAB_J	311	10	JAB_spring_2022
JAB_J_W3	0.1	JAB	Apr.	2022	spring	spring_2022	J	W3	JAB_J	311	10	JAB_spring_2022
JAB_K_W1	3	JAB	May	2022	spring	spring_2022	K	W1	JAB_K	337	11	JAB_spring_2022
JAB_K_W2	1.6	JAB	May	2022	spring	spring_2022	K	W2	JAB_K	337	11	JAB_spring_2022
JAB_K_W3	1.3	JAB	May	2022	spring	spring_2022	K	W3	JAB_K	337	11	JAB_spring_2022
JAB_L_W1	2	JAB	Jun.	2022	summer	summer_2022	L	W1	JAB_L	372	12	JAB_summer_2022
JAB_L_W2	1.8	JAB	Jun.	2022	summer	summer_2022	L	W2	JAB_L	372	12	JAB_summer_2022
JAB_L_W3	1.7	JAB	Jun.	2022	summer	summer_2022	L	W3	JAB_L	372	12	JAB_summer_2022
JAB_M_W1	2.2	JAB	Jul.	2022	summer	summer_2022	M	W1	JAB_M	401	13	JAB_summer_2022
JAB_M_W2	1.4	JAB	Jul.	2022	summer	summer_2022	M	W2	JAB_M	401	13	JAB_summer_2022
JAB_M_W3	1.1	JAB	Jul.	2022	summer	summer_2022	M	W3	JAB_M	401	13	JAB_summer_2022
JAB_N_W1	2.7	JAB	Aug.	2022	summer	summer_2022	N	W1	JAB_N	429	14	JAB_summer_2022
JAB_N_W2	1.5	JAB	Aug.	2022	summer	summer_2022	N	W2	JAB_N	429	14	JAB_summer_2022
JAB_N_W3	1.4	JAB	Aug.	2022	summer	summer_2022	N	W3	JAB_N	429	14	JAB_summer_2022
JAB_O_W1	1.8	JAB	Sep.	2022	fall	fall_2022	O	W1	JAB_O	464	15	JAB_fall_2022
JAB_O_W2	2.1	JAB	Sep.	2022	fall	fall_2022	O	W2	JAB_O	464	15	JAB_fall_2022
JAB_O_W3	1.5	JAB	Sep.	2022	fall	fall_2022	O	W3	JAB_O	464	15	JAB_fall_2022
JAB_P_W1	1.71	JAB	Oct.	2022	fall	fall_2022	P	W1	JAB_P	492	16	JAB_fall_2022
JAB_P_W2	2.54	JAB	Oct.	2022	fall	fall_2022	P	W2	JAB_P	492	16	JAB_fall_2022
JAB_P_W3	3.19	JAB	Oct.	2022	fall	fall_2022	P	W3	JAB_P	492	16	JAB_fall_2022
JAB_Q_W1	3.36	JAB	Nov.	2022	fall	fall_2022	Q	W1	JAB_Q	521	17	JAB_fall_2022
JAB_Q_W2	4.25	JAB	Nov.	2022	fall	fall_2022	Q	W2	JAB_Q	521	17	JAB_fall_2022
JAB_Q_W3	2.07	JAB	Nov.	2022	fall	fall_2022	Q	W3	JAB_Q	521	17	JAB_fall_2022
JAB_R_W1	2.12	JAB	Dec.	2022	winter	winter_2022	R	W1	JAB_R	543	18	JAB_winter_2022
JAB_R_W2	1.71	JAB	Dec.	2022	winter	winter_2022	R	W2	JAB_R	543	18	JAB_winter_2022
JAB_R_W3	1.79	JAB	Dec.	2022	winter	winter_2022	R	W3	JAB_R	543	18	JAB_winter_2022
CER-L_B_W1	6.7	CER-L	Jul.	2021	summer	summer_2021	B	W1	CER-L_B	30	2	CER-L_summer_2021
CER-L_B_W2	6.5	CER-L	Jul.	2021	summer	summer_2021	B	W2	CER-L_B	30	2	CER-L_summer_2021
CER-L_B_W3	3.9	CER-L	Jul.	2021	summer	summer_2021	B	W3	CER-L_B	30	2	CER-L_summer_2021
CER-L_C_W1	11.6	CER-L	Aug.	2021	summer	summer_2021	C	W1	CER-L_C	65	3	CER-L_summer_2021
CER-L_C_W2	8.4	CER-L	Aug.	2021	summer	summer_2021	C	W2	CER-L_C	65	3	CER-L_summer_2021
CER-L_C_W3	6.2	CER-L	Aug.	2021	summer	summer_2021	C	W3	CER-L_C	65	3	CER-L_summer_2021
CER-L_D_W1	8.9	CER-L	Sep.	2021	fall	fall_2021	D	W1	CER-L_D	100	4	CER-L_fall_2021
CER-L_D_W2	6.5	CER-L	Sep.	2021	fall	fall_2021	D	W2	CER-L_D	100	4	CER-L_fall_2021
CER-L_D_W3	7.8	CER-L	Sep.	2021	fall	fall_2021	D	W3	CER-L_D	100	4	CER-L_fall_2021
CER-L_E_W1	8.8	CER-L	Oct.	2021	fall	fall_2021	E	W1	CER-L_E	128	5	CER-L_fall_2021
CER-L_E_W2	4.4	CER-L	Oct.	2021	fall	fall_2021	E	W2	CER-L_E	128	5	CER-L_fall_2021
CER-L_E_W3	3.6	CER-L	Oct.	2021	fall	fall_2021	E	W3	CER-L_E	128	5	CER-L_fall_2021
CER-L_F_W1	4	CER-L	Nov.	2021	fall	fall_2021	F	W1	CER-L_F	157	6	CER-L_fall_2021
CER-L_F_W2	3.3	CER-L	Nov.	2021	fall	fall_2021	F	W2	CER-L_F	157	6	CER-L_fall_2021
CER-L_F_W3	3.5	CER-L	Nov.	2021	fall	fall_2021	F	W3	CER-L_F	157	6	CER-L_fall_2021
CER-L_G_W1	2.9	CER-L	Jan.	2022	winter	winter_2021	G	W1	CER-L_G	220	7	CER-L_winter_2021
CER-L_G_W2	2.7	CER-L	Jan.	2022	winter	winter_2021	G	W2	CER-L_G	220	7	CER-L_winter_2021
CER-L_G_W3	3.3	CER-L	Jan.	2022	winter	winter_2021	G	W3	CER-L_G	220	7	CER-L_winter_2021
CER-L_H_W1	1.4	CER-L	Feb.	2022	winter	winter_2021	H	W1	CER-L_H	248	8	CER-L_winter_2021
CER-L_H_W2	2.1	CER-L	Feb.	2022	winter	winter_2021	H	W2	CER-L_H	248	8	CER-L_winter_2021
CER-L_H_W3	1.4	CER-L	Feb.	2022	winter	winter_2021	H	W3	CER-L_H	248	8	CER-L_winter_2021
CER-L_I_W1	0.6	CER-L	Mar.	2022	spring	spring_2022	I	W1	CER-L_I	276	9	CER-L_spring_2022
CER-L_I_W2	2.1	CER-L	Mar.	2022	spring	spring_2022	I	W2	CER-L_I	276	9	CER-L_spring_2022
CER-L_I_W3	0.4	CER-L	Mar.	2022	spring	spring_2022	I	W3	CER-L_I	276	9	CER-L_spring_2022
CER-L_J_W1	0.3	CER-L	Apr.	2022	spring	spring_2022	J	W1	CER-L_J	311	10	CER-L_spring_2022
CER-L_J_W2	1.4	CER-L	Apr.	2022	spring	spring_2022	J	W2	CER-L_J	311	10	CER-L_spring_2022
CER-L_J_W3	0.2	CER-L	Apr.	2022	spring	spring_2022	J	W3	CER-L_J	311	10	CER-L_spring_2022
CER-L_K_W1	1.4	CER-L	May	2022	spring	spring_2022	K	W1	CER-L_K	337	11	CER-L_spring_2022
CER-L_K_W2	1.4	CER-L	May	2022	spring	spring_2022	K	W2	CER-L_K	337	11	CER-L_spring_2022
CER-L_K_W3	1.7	CER-L	May	2022	spring	spring_2022	K	W3	CER-L_K	337	11	CER-L_spring_2022
CER-L_L_W1	5.1	CER-L	Jun.	2022	summer	summer_2022	L	W1	CER-L_L	372	12	CER-L_summer_2022
CER-L_L_W2	8.8	CER-L	Jun.	2022	summer	summer_2022	L	W2	CER-L_L	372	12	CER-L_summer_2022
CER-L_L_W3	3.2	CER-L	Jun.	2022	summer	summer_2022	L	W3	CER-L_L	372	12	CER-L_summer_2022
CER-L_M_W1	9.6	CER-L	Jul.	2022	summer	summer_2022	M	W1	CER-L_M	401	13	CER-L_summer_2022
CER-L_M_W2	4	CER-L	Jul.	2022	summer	summer_2022	M	W2	CER-L_M	401	13	CER-L_summer_2022
CER-L_M_W3	15.8	CER-L	Jul.	2022	summer	summer_2022	M	W3	CER-L_M	401	13	CER-L_summer_2022
CER-L_N_W1	5.2	CER-L	Aug.	2022	summer	summer_2022	N	W1	CER-L_N	429	14	CER-L_summer_2022
CER-L_N_W2	6.3	CER-L	Aug.	2022	summer	summer_2022	N	W2	CER-L_N	429	14	CER-L_summer_2022
CER-L_N_W3	28	CER-L	Aug.	2022	summer	summer_2022	N	W3	CER-L_N	429	14	CER-L_summer_2022
CER-L_O_W1	5.9	CER-L	Sep.	2022	fall	fall_2022	O	W1	CER-L_O	464	15	CER-L_fall_2022
CER-L_O_W2	6.9	CER-L	Sep.	2022	fall	fall_2022	O	W2	CER-L_O	464	15	CER-L_fall_2022
CER-L_O_W3	7	CER-L	Sep.	2022	fall	fall_2022	O	W3	CER-L_O	464	15	CER-L_fall_2022
CER-L_P_W1	3.23	CER-L	Oct.	2022	fall	fall_2022	P	W1	CER-L_P	492	16	CER-L_fall_2022
CER-L_P_W2	4.16	CER-L	Oct.	2022	fall	fall_2022	P	W2	CER-L_P	492	16	CER-L_fall_2022
CER-L_P_W3	3.96	CER-L	Oct.	2022	fall	fall_2022	P	W3	CER-L_P	492	16	CER-L_fall_2022
CER-L_Q_W1	3.25	CER-L	Nov.	2022	fall	fall_2022	Q	W1	CER-L_Q	521	17	CER-L_fall_2022
CER-L_Q_W2	4.42	CER-L	Nov.	2022	fall	fall_2022	Q	W2	CER-L_Q	521	17	CER-L_fall_2022
CER-L_Q_W3	3.08	CER-L	Nov.	2022	fall	fall_2022	Q	W3	CER-L_Q	521	17	CER-L_fall_2022
CER-L_R_W1	7.37	CER-L	Dec.	2022	winter	winter_2022	R	W1	CER-L_R	543	18	CER-L_winter_2022
CER-L_R_W2	5.3	CER-L	Dec.	2022	winter	winter_2022	R	W2	CER-L_R	543	18	CER-L_winter_2022
CER-L_R_W3	6.27	CER-L	Dec.	2022	winter	winter_2022	R	W3	CER-L_R	543	18	CER-L_winter_2022
VSM_A_W1	2.8	VSM	Jun.	2021	summer	summer_2021	A	W1	VSM_A	1	1	VSM_summer_2021
VSM_A_W2	3.3	VSM	Jun.	2021	summer	summer_2021	A	W2	VSM_A	1	1	VSM_summer_2021
VSM_A_W3	3	VSM	Jun.	2021	summer	summer_2021	A	W3	VSM_A	1	1	VSM_summer_2021
VSM_B_W1	47	VSM	Jul.	2021	summer	summer_2021	B	W1	VSM_B	30	2	VSM_summer_2021
VSM_B_W2	2.7	VSM	Jul.	2021	summer	summer_2021	B	W2	VSM_B	30	2	VSM_summer_2021
VSM_B_W3	4	VSM	Jul.	2021	summer	summer_2021	B	W3	VSM_B	30	2	VSM_summer_2021
VSM_C_W1	5.6	VSM	Aug.	2021	summer	summer_2021	C	W1	VSM_C	65	3	VSM_summer_2021
VSM_C_W2	5.4	VSM	Aug.	2021	summer	summer_2021	C	W2	VSM_C	65	3	VSM_summer_2021
VSM_C_W3	5.6	VSM	Aug.	2021	summer	summer_2021	C	W3	VSM_C	65	3	VSM_summer_2021
VSM_D_W1	17.1	VSM	Sep.	2021	fall	fall_2021	D	W1	VSM_D	100	4	VSM_fall_2021
VSM_D_W2	3	VSM	Sep.	2021	fall	fall_2021	D	W2	VSM_D	100	4	VSM_fall_2021
VSM_D_W3	6.7	VSM	Sep.	2021	fall	fall_2021	D	W3	VSM_D	100	4	VSM_fall_2021
VSM_E_W1	2.8	VSM	Oct.	2021	fall	fall_2021	E	W1	VSM_E	128	5	VSM_fall_2021
VSM_E_W2	3	VSM	Oct.	2021	fall	fall_2021	E	W2	VSM_E	128	5	VSM_fall_2021
VSM_E_W3	4.3	VSM	Oct.	2021	fall	fall_2021	E	W3	VSM_E	128	5	VSM_fall_2021
VSM_F_W1	3.3	VSM	Nov.	2021	fall	fall_2021	F	W1	VSM_F	157	6	VSM_fall_2021
VSM_F_W2	3	VSM	Nov.	2021	fall	fall_2021	F	W2	VSM_F	157	6	VSM_fall_2021
VSM_F_W3	5.5	VSM	Nov.	2021	fall	fall_2021	F	W3	VSM_F	157	6	VSM_fall_2021
VSM_G_W1	3.4	VSM	Jan.	2022	winter	winter_2021	G	W1	VSM_G	220	7	VSM_winter_2021
VSM_G_W2	3.3	VSM	Jan.	2022	winter	winter_2021	G	W2	VSM_G	220	7	VSM_winter_2021
VSM_G_W3	3.8	VSM	Jan.	2022	winter	winter_2021	G	W3	VSM_G	220	7	VSM_winter_2021
VSM_H_W1	1.2	VSM	Feb.	2022	winter	winter_2021	H	W1	VSM_H	248	8	VSM_winter_2021
VSM_H_W2	2.3	VSM	Feb.	2022	winter	winter_2021	H	W2	VSM_H	248	8	VSM_winter_2021
VSM_H_W3	1.5	VSM	Feb.	2022	winter	winter_2021	H	W3	VSM_H	248	8	VSM_winter_2021
VSM_I_W1	0.2	VSM	Mar.	2022	spring	spring_2022	I	W1	VSM_I	276	9	VSM_spring_2022
VSM_I_W2	2	VSM	Mar.	2022	spring	spring_2022	I	W2	VSM_I	276	9	VSM_spring_2022
VSM_I_W3	0.4	VSM	Mar.	2022	spring	spring_2022	I	W3	VSM_I	276	9	VSM_spring_2022
VSM_J_W1	0.2	VSM	Apr.	2022	spring	spring_2022	J	W1	VSM_J	311	10	VSM_spring_2022
VSM_J_W2	1.8	VSM	Apr.	2022	spring	spring_2022	J	W2	VSM_J	311	10	VSM_spring_2022
VSM_J_W3	0.2	VSM	Apr.	2022	spring	spring_2022	J	W3	VSM_J	311	10	VSM_spring_2022
VSM_K_W1	1.8	VSM	May	2022	spring	spring_2022	K	W1	VSM_K	337	11	VSM_spring_2022
VSM_K_W2	2.9	VSM	May	2022	spring	spring_2022	K	W2	VSM_K	337	11	VSM_spring_2022
VSM_K_W3	1.8	VSM	May	2022	spring	spring_2022	K	W3	VSM_K	337	11	VSM_spring_2022
VSM_L_W1	1.7	VSM	Jun.	2022	summer	summer_2022	L	W1	VSM_L	372	12	VSM_summer_2022
VSM_L_W2	4.2	VSM	Jun.	2022	summer	summer_2022	L	W2	VSM_L	372	12	VSM_summer_2022
VSM_L_W3	1.6	VSM	Jun.	2022	summer	summer_2022	L	W3	VSM_L	372	12	VSM_summer_2022
VSM_M_W1	2	VSM	Jul.	2022	summer	summer_2022	M	W1	VSM_M	401	13	VSM_summer_2022
VSM_M_W2	2.3	VSM	Jul.	2022	summer	summer_2022	M	W2	VSM_M	401	13	VSM_summer_2022
VSM_M_W3	1.3	VSM	Jul.	2022	summer	summer_2022	M	W3	VSM_M	401	13	VSM_summer_2022
VSM_N_W1	7.1	VSM	Aug.	2022	summer	summer_2022	N	W1	VSM_N	429	14	VSM_summer_2022
VSM_N_W2	11.3	VSM	Aug.	2022	summer	summer_2022	N	W2	VSM_N	429	14	VSM_summer_2022
VSM_N_W3	3.5	VSM	Aug.	2022	summer	summer_2022	N	W3	VSM_N	429	14	VSM_summer_2022
VSM_O_W1	3.8	VSM	Sep.	2022	fall	fall_2022	O	W1	VSM_O	464	15	VSM_fall_2022
VSM_O_W2	4.2	VSM	Sep.	2022	fall	fall_2022	O	W2	VSM_O	464	15	VSM_fall_2022
VSM_O_W3	4.3	VSM	Sep.	2022	fall	fall_2022	O	W3	VSM_O	464	15	VSM_fall_2022
VSM_P_W1	2.13	VSM	Oct.	2022	fall	fall_2022	P	W1	VSM_P	492	16	VSM_fall_2022
VSM_P_W2	2.4	VSM	Oct.	2022	fall	fall_2022	P	W2	VSM_P	492	16	VSM_fall_2022
VSM_P_W3	2.41	VSM	Oct.	2022	fall	fall_2022	P	W3	VSM_P	492	16	VSM_fall_2022
VSM_Q_W1	2.7	VSM	Nov.	2022	fall	fall_2022	Q	W1	VSM_Q	521	17	VSM_fall_2022
VSM_Q_W2	2.49	VSM	Nov.	2022	fall	fall_2022	Q	W2	VSM_Q	521	17	VSM_fall_2022
VSM_Q_W3	2.92	VSM	Nov.	2022	fall	fall_2022	Q	W3	VSM_Q	521	17	VSM_fall_2022
VSM_R_W1	2.68	VSM	Dec.	2022	winter	winter_2022	R	W1	VSM_R	543	18	VSM_winter_2022
VSM_R_W2	2.21	VSM	Dec.	2022	winter	winter_2022	R	W2	VSM_R	543	18	VSM_winter_2022
VSM_R_W3	2.64	VSM	Dec.	2022	winter	winter_2022	R	W3	VSM_R	543	18	VSM_winter_2022
VSS_A_W1	18.5	VSS	Jun.	2021	summer	summer_2021	A	W1	VSS_A	1	1	VSS_summer_2021
VSS_A_W2	17.9	VSS	Jun.	2021	summer	summer_2021	A	W2	VSS_A	1	1	VSS_summer_2021
VSS_A_W3	23.1	VSS	Jun.	2021	summer	summer_2021	A	W3	VSS_A	1	1	VSS_summer_2021
VSS_B_W1	36.7	VSS	Jul.	2021	summer	summer_2021	B	W1	VSS_B	30	2	VSS_summer_2021
VSS_B_W2	46.5	VSS	Jul.	2021	summer	summer_2021	B	W2	VSS_B	30	2	VSS_summer_2021
VSS_B_W3	33.9	VSS	Jul.	2021	summer	summer_2021	B	W3	VSS_B	30	2	VSS_summer_2021
VSS_C_W1	171.3	VSS	Aug.	2021	summer	summer_2021	C	W1	VSS_C	65	3	VSS_summer_2021
VSS_C_W2	373.8	VSS	Aug.	2021	summer	summer_2021	C	W2	VSS_C	65	3	VSS_summer_2021
VSS_C_W3	279.5	VSS	Aug.	2021	summer	summer_2021	C	W3	VSS_C	65	3	VSS_summer_2021
VSS_D_W1	77	VSS	Sep.	2021	fall	fall_2021	D	W1	VSS_D	100	4	VSS_fall_2021
VSS_D_W2	70.4	VSS	Sep.	2021	fall	fall_2021	D	W2	VSS_D	100	4	VSS_fall_2021
VSS_D_W3	54.9	VSS	Sep.	2021	fall	fall_2021	D	W3	VSS_D	100	4	VSS_fall_2021
VSS_E_W1	4.5	VSS	Oct.	2021	fall	fall_2021	E	W1	VSS_E	128	5	VSS_fall_2021
VSS_E_W2	3.2	VSS	Oct.	2021	fall	fall_2021	E	W2	VSS_E	128	5	VSS_fall_2021
VSS_E_W3	5.3	VSS	Oct.	2021	fall	fall_2021	E	W3	VSS_E	128	5	VSS_fall_2021
VSS_F_W1	6.2	VSS	Nov.	2021	fall	fall_2021	F	W1	VSS_F	157	6	VSS_fall_2021
VSS_F_W2	3.7	VSS	Nov.	2021	fall	fall_2021	F	W2	VSS_F	157	6	VSS_fall_2021
VSS_F_W3	4.5	VSS	Nov.	2021	fall	fall_2021	F	W3	VSS_F	157	6	VSS_fall_2021
VSS_G_W1	12.4	VSS	Jan.	2022	winter	winter_2021	G	W1	VSS_G	220	7	VSS_winter_2021
VSS_G_W2	10.9	VSS	Jan.	2022	winter	winter_2021	G	W2	VSS_G	220	7	VSS_winter_2021
VSS_G_W3	10.2	VSS	Jan.	2022	winter	winter_2021	G	W3	VSS_G	220	7	VSS_winter_2021
VSS_H_W1	18.8	VSS	Feb.	2022	winter	winter_2021	H	W1	VSS_H	248	8	VSS_winter_2021
VSS_H_W2	32.1	VSS	Feb.	2022	winter	winter_2021	H	W2	VSS_H	248	8	VSS_winter_2021
VSS_H_W3	17.1	VSS	Feb.	2022	winter	winter_2021	H	W3	VSS_H	248	8	VSS_winter_2021
VSS_I_W1	41.8	VSS	Mar.	2022	spring	spring_2022	I	W1	VSS_I	276	9	VSS_spring_2022
VSS_I_W2	56.8	VSS	Mar.	2022	spring	spring_2022	I	W2	VSS_I	276	9	VSS_spring_2022
VSS_I_W3	42.5	VSS	Mar.	2022	spring	spring_2022	I	W3	VSS_I	276	9	VSS_spring_2022
VSS_J_W1	3	VSS	Apr.	2022	spring	spring_2022	J	W1	VSS_J	311	10	VSS_spring_2022
VSS_J_W2	9.8	VSS	Apr.	2022	spring	spring_2022	J	W2	VSS_J	311	10	VSS_spring_2022
VSS_J_W3	6.7	VSS	Apr.	2022	spring	spring_2022	J	W3	VSS_J	311	10	VSS_spring_2022
VSS_K_W1	14.2	VSS	May	2022	spring	spring_2022	K	W1	VSS_K	337	11	VSS_spring_2022
VSS_K_W2	15	VSS	May	2022	spring	spring_2022	K	W2	VSS_K	337	11	VSS_spring_2022
VSS_K_W3	171.3	VSS	May	2022	spring	spring_2022	K	W3	VSS_K	337	11	VSS_spring_2022
VSS_L_W1	10.3	VSS	Jun.	2022	summer	summer_2022	L	W1	VSS_L	372	12	VSS_summer_2022
VSS_L_W2	13.7	VSS	Jun.	2022	summer	summer_2022	L	W2	VSS_L	372	12	VSS_summer_2022
VSS_L_W3	68.1	VSS	Jun.	2022	summer	summer_2022	L	W3	VSS_L	372	12	VSS_summer_2022
VSS_M_W1	95.2	VSS	Jul.	2022	summer	summer_2022	M	W1	VSS_M	401	13	VSS_summer_2022
